Date,Apple,Amazon,Msft,Ibm,Spx
6/20/2023,0.05%,0.23%,-1.25%,-1.11%,-0.47%
6/21/2023,-0.57%,-0.76%,-1.33%,-1.67%,-0.52%
6/22/2023,1.65%,4.26%,1.84%,-1.88%,0.37%
6/23/2023,-0.17%,-0.63%,-1.38%,-1.33%,-0.77%
6/26/2023,-0.76%,-1.55%,-1.92%,1.48%,-0.45%
6/27/2023,1.51%,1.45%,1.82%,0.76%,1.15%
6/28/2023,0.63%,-0.11%,0.38%,-0.44%,-0.04%
6/29/2023,0.18%,-0.88%,-0.24%,1.75%,0.45%
6/30/2023,2.31%,1.92%,1.64%,-0.19%,1.23%
7/3/2023,-0.78%,-0.11%,-0.75%,-0.10%,0.12%
7/5/2023,-0.59%,0.12%,0.05%,0.43%,-0.20%
7/6/2023,0.25%,-1.55%,0.92%,-1.55%,-0.79%
7/7/2023,-0.59%,1.11%,-1.19%,-0.06%,-0.29%
7/10/2023,-1.09%,-2.04%,-1.60%,0.62%,0.24%
7/11/2023,-0.28%,1.30%,0.19%,1.16%,0.67%
7/12/2023,0.90%,1.57%,1.42%,-1.19%,0.74%
7/13/2023,0.41%,2.68%,1.62%,0.81%,0.85%
7/14/2023,0.08%,0.28%,0.75%,-0.39%,-0.10%
7/17/2023,1.73%,-0.83%,0.14%,0.63%,0.39%
7/18/2023,-0.13%,-0.55%,3.98%,0.83%,0.71%
7/19/2023,0.71%,1.90%,-1.23%,0.09%,0.24%
7/20/2023,-1.01%,-3.99%,-2.31%,2.14%,-0.68%
7/21/2023,-0.62%,0.03%,-0.89%,0.40%,0.03%
7/24/2023,0.42%,-0.92%,0.39%,0.43%,0.40%
7/25/2023,0.45%,0.26%,1.70%,0.57%,0.28%
7/26/2023,0.45%,-0.76%,-3.76%,0.53%,-0.02%
7/27/2023,-0.66%,0.08%,-2.09%,1.35%,-0.64%
7/28/2023,1.35%,3.09%,2.31%,0.34%,0.99%
7/31/2023,0.32%,1.11%,-0.72%,0.51%,0.15%
8/1/2023,-0.43%,-1.49%,0.13%,-0.59%,-0.27%
8/2/2023,-1.55%,-2.64%,-2.63%,0.59%,-1.38%
8/3/2023,-0.73%,0.55%,-0.26%,0.19%,-0.25%
8/4/2023,-4.80%,8.27%,0.34%,-0.15%,-0.53%
8/7/2023,-1.73%,1.90%,0.71%,1.34%,0.90%
8/8/2023,0.53%,-1.60%,-1.23%,-0.18%,-0.42%
8/9/2023,-0.90%,-1.49%,-1.17%,-2.34%,-0.70%
8/10/2023,-0.12%,0.52%,0.22%,0.53%,0.03%
8/11/2023,-0.10%,-0.11%,-0.59%,-0.09%,-0.11%
8/14/2023,0.94%,1.56%,0.94%,-0.85%,0.58%
8/15/2023,-1.12%,-2.06%,-0.67%,-0.03%,-1.16%
8/16/2023,-0.50%,-1.89%,-0.45%,-0.87%,-0.76%
8/17/2023,-1.46%,-0.81%,-1.10%,0.01%,-0.77%
8/18/2023,0.28%,-0.57%,-0.13%,0.53%,-0.01%
8/21/2023,0.77%,1.10%,1.71%,0.62%,0.69%
8/22/2023,0.79%,-0.32%,0.18%,-0.56%,-0.28%
8/23/2023,2.19%,0.95%,1.41%,1.36%,1.10%
8/24/2023,-2.62%,-2.72%,-2.15%,0.10%,-1.35%
8/25/2023,1.26%,1.08%,0.94%,1.25%,0.67%
8/28/2023,0.88%,-0.09%,0.22%,0.46%,0.63%
8/29/2023,2.18%,1.33%,1.46%,0.29%,1.45%
8/30/2023,1.92%,0.12%,0.12%,0.28%,0.38%
8/31/2023,0.12%,2.18%,-0.31%,-0.02%,-0.16%
9/1/2023,0.85%,0.08%,0.27%,0.76%,0.18%
9/5/2023,0.13%,-0.62%,1.49%,0.13%,-0.42%
9/6/2023,-3.58%,-1.39%,-0.20%,-0.05%,-0.70%
9/7/2023,-2.92%,1.84%,-0.89%,-0.36%,-0.32%
9/8/2023,0.35%,0.28%,1.32%,0.11%,0.14%
9/11/2023,0.66%,3.52%,1.10%,0.47%,0.67%
9/12/2023,-1.71%,-1.31%,-1.83%,-1.40%,-0.57%
9/13/2023,-1.19%,2.56%,1.29%,0.17%,0.12%
9/14/2023,0.88%,-0.09%,0.79%,0.55%,0.84%
9/15/2023,-0.42%,-2.99%,-2.50%,-0.92%,-1.22%
9/18/2023,1.69%,-0.29%,-0.35%,-0.62%,0.07%
9/19/2023,0.62%,-1.68%,-0.12%,0.99%,-0.22%
9/20/2023,-2.00%,-1.70%,-2.40%,2.26%,-0.94%
9/21/2023,-0.89%,-4.41%,-0.39%,-1.64%,-1.64%
9/22/2023,0.49%,-0.16%,-0.79%,-0.32%,-0.23%
9/25/2023,0.74%,1.67%,0.17%,-0.29%,0.40%
9/26/2023,-2.34%,-4.03%,-1.70%,-2.21%,-1.47%
9/27/2023,-0.89%,0.00%,0.21%,-0.05%,0.02%
9/28/2023,0.15%,0.00%,0.27%,-1.11%,0.59%
9/29/2023,0.30%,0.90%,0.67%,-0.90%,-0.27%
10/2/2023,1.48%,1.84%,1.92%,0.36%,0.01%
10/3/2023,-0.78%,-3.66%,-2.61%,-0.29%,-1.37%
10/4/2023,0.73%,1.83%,1.78%,0.48%,0.81%
10/5/2023,0.72%,-0.82%,0.13%,0.32%,-0.13%
10/6/2023,1.48%,1.59%,2.47%,0.36%,1.18%
10/9/2023,0.85%,0.23%,0.78%,0.12%,0.63%
10/10/2023,-0.34%,0.95%,-0.43%,-0.06%,0.52%
10/11/2023,0.79%,1.81%,1.23%,0.79%,0.43%
10/12/2023,0.51%,0.38%,-0.38%,-1.39%,-0.62%
10/13/2023,-1.03%,-1.92%,-1.04%,-1.97%,-0.50%
